file,line,method,path,function,has_permission,permission_hints,has_audit,audit_hints,has_rollback_hint,rollback_hints,has_confirm_hint,confirm_hints,risk,issue
backend/app/api/routers/admin.py,1103,POST,/api/admin/reanalyze/{submission_id},reanalyze_submission,True,admin,True,audit,True,"audit, status",True,comment,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/admin.py,1201,POST,/api/admin/approve/{submission_id},manual_approve,True,admin,True,audit,True,"audit, rollback, status",True,"confirm, reason",P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/admin.py,1293,POST,/api/admin/reject/{submission_id},manual_reject,True,admin,False,,True,status,False,,P1,operational mutation (reject) with permission hint but no obvious audit hint
backend/app/api/routers/admin.py,1381,POST,/api/admin/rewards,admin_create_reward,True,admin,False,,True,status,False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/admin.py,1412,PATCH,/api/admin/rewards/{rid},admin_update_reward,True,admin,False,,True,status,False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/admin.py,1424,POST,/api/admin/rewards/{rid}/publish,admin_publish_reward,True,admin,False,,True,status,False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/admin.py,1435,POST,/api/admin/rewards/{rid}/archive,admin_archive_reward,True,admin,False,,True,"archive, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/admin.py,1446,DELETE,/api/admin/rewards/{rid},admin_delete_reward,True,admin,False,,True,"archive, soft, status",False,,P0,"high-impact mutation (delete); missing/unclear: audit, confirm/reason"
backend/app/api/routers/admin.py,1516,POST,/api/admin/users/batch-grant-points,admin_batch_grant_points,True,admin,True,record_admin_action,True,status,True,reason,P1,high-impact mutation (grant_points) has basic guard hints; dynamic verification required
backend/app/api/routers/admin.py,1547,POST,/api/admin/users/grant-points-by-rule,admin_grant_points_by_rule,True,admin,True,record_admin_action,True,status,True,reason,P1,high-impact mutation (grant_points) has basic guard hints; dynamic verification required
backend/app/api/routers/admin.py,1587,PUT,/api/admin/users/{uid}/creator-code,admin_update_creator_code,True,admin,True,record_admin_action,True,status,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/admin.py,1615,POST,/api/admin/users/{uid}/adjust_points,admin_adjust_points,True,admin,False,,True,status,True,reason,P0,high-impact mutation (adjust_points); missing/unclear: audit
backend/app/api/routers/admin.py,1862,POST,/api/admin/redemptions/{rid}/update,admin_update_redemption,True,admin,False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/admin.py,1933,POST,/api/admin/redemptions/{rid}/approve,admin_approve_redemption,True,admin,False,,False,,False,,P1,"operational mutation (approve, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/admin.py,1939,POST,/api/admin/redemptions/{rid}/pack,admin_pack_redemption,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/admin.py,1945,POST,/api/admin/redemptions/{rid}/ship,admin_ship_redemption,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/admin.py,1951,POST,/api/admin/redemptions/{rid}/deliver,admin_deliver_redemption,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/admin.py,1957,POST,/api/admin/redemptions/{rid}/reject,admin_reject_redemption,True,admin,False,,False,,False,,P1,"operational mutation (reject, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/admin.py,1963,POST,/api/admin/users/{uid}/grant_points,admin_grant_points,True,admin,False,,True,status,True,reason,P0,high-impact mutation (grant_points); missing/unclear: audit
backend/app/api/routers/admin.py,2024,POST,/api/admin/submissions/{submission_id}/correct,correct_submission_product,True,admin,True,audit,True,"audit, status",False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/admin.py,2108,DELETE,/api/admin/learning/corrections,delete_correction_endpoint,True,admin,True,audit,True,"audit, status",False,,P0,high-impact mutation (delete); missing/unclear: confirm/reason
backend/app/api/routers/audit.py,255,POST,/api/audit,audit_async,True,"current_user, owner",True,audit,True,"audit, status",True,reason,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/audit.py,256,POST,/api/audit/v2,audit_async,True,"current_user, owner",True,audit,True,"audit, status",True,reason,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/audit.py,530,POST,/api/audit/sync,audit_sync,True,"current_user, owner",True,audit,True,"audit, status",True,"comment, confirm, reason",P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/auth.py,129,POST,/register,auth_register,True,admin,False,,True,"rollback, status",False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,234,POST,/login,auth_login,False,,False,,False,,False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,262,POST,/me/avatar,update_my_avatar,True,"current_user, get_current_user",False,,True,status,False,,P0,"high-impact mutation (secret); missing/unclear: audit, confirm/reason"
backend/app/api/routers/auth.py,302,POST,/logout,auth_logout,False,,False,,True,status,False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,326,POST,/resend-verification,resend_verification,False,,False,,True,status,False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,338,POST,/forgot-password,forgot_password,False,,False,,True,status,False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,349,POST,/reset-password,reset_password_endpoint,False,,False,,True,status,False,,P2,"auth/public-account flow; safety handled by auth semantics, not business mutation audit"
backend/app/api/routers/auth.py,368,POST,/change-password,change_password,True,"current_user, get_current_user",False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/brand_analysis.py,108,POST,/analyze-brand,analyze_brand,True,admin,False,,False,,True,comment,P1,"operational mutation (analyze, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/commerce.py,70,POST,/orders/backfill,backfill_orders,True,admin,True,record_admin_action,True,history,False,,P0,high-impact mutation (backfill); missing/unclear: confirm/reason
backend/app/api/routers/commerce.py,103,POST,/orders/{order_id}/attribute,override_attribution,True,admin,True,record_admin_action,False,,True,reason,P1,high-impact mutation (reassign) has basic guard hints; dynamic verification required
backend/app/api/routers/commerce.py,128,POST,/orders/{order_id}/flag,flag_order,True,admin,True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/commerce.py,231,POST,/payouts/cycle/{cycle_id}/approve-all,approve_all_in_cycle,True,admin,True,record_admin_action,False,,False,,P0,high-impact mutation (approve-all); missing/unclear: confirm/reason
backend/app/api/routers/commerce.py,242,POST,/payouts/cycle/{cycle_id}/process,process_cycle,True,admin,True,record_admin_action,False,,False,,P0,high-impact mutation (process); missing/unclear: confirm/reason
backend/app/api/routers/commerce.py,260,POST,/payouts/{payout_id}/approve,approve_payout,True,admin,True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/commerce.py,271,POST,/payouts/{payout_id}/hold,hold_payout,True,admin,True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/commerce.py,287,POST,/payouts/{payout_id}/release,release_payout,True,admin,True,record_admin_action,True,release,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/commerce.py,298,POST,/payouts/{payout_id}/adjust,adjust_payout,True,admin,True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/commerce.py,324,POST,/payouts/disputes/{dispute_id}/resolve,resolve_dispute,True,admin,True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/creator.py,246,POST,/social-accounts,add_social_account,True,"current_user, get_current_user",False,,True,status,True,comment,P1,"operational mutation (claim, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/creator.py,296,DELETE,/social-accounts/{account_id},delete_social_account,True,"current_user, get_current_user",False,,True,status,False,,P0,"high-impact mutation (delete); missing/unclear: audit, confirm/reason"
backend/app/api/routers/creator.py,313,POST,/addresses,creator_add_address,True,"current_user, get_current_user",False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/creator.py,324,POST,/redeem,creator_redeem,True,"current_user, get_current_user",False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/creator.py,407,PATCH,/profile,update_profile,True,"current_user, get_current_user",False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/creator.py,448,DELETE,/addresses/{address_id},delete_address,True,"current_user, get_current_user",False,,True,status,False,,P0,"high-impact mutation (delete); missing/unclear: audit, confirm/reason"
backend/app/api/routers/creator.py,459,PATCH,/addresses/{address_id}/default,set_default_address,True,"current_user, get_current_user",False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/deepsight.py,55,POST,/evidence-pack,build_pack,True,"admin, require_tab, staff=depends",False,,True,status,False,,P1,"operational mutation (analyze, generate, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/deepsight.py,69,POST,/diagnose,diagnose,True,"admin, require_tab, staff=depends",False,,False,,False,,P1,"operational mutation (analyze, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/deepsight.py,75,POST,/scan-official-matrix,scan_official_matrix,True,"admin, require_tab, staff=depends",False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/deepsight.py,90,POST,/cache/clear,cache_clear,True,"admin, require_tab, staff=depends",False,,True,status,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,252,POST,/monitor,intel_monitor,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/intelligence.py,285,POST,/compare,intel_compare,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/intelligence.py,320,POST,/bh/refresh-now,bh_refresh_now,True,admin,False,,True,snapshot,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,349,POST,/learn/url,learn_from_url,True,admin,False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/intelligence.py,391,POST,/via/learn-now,via_learn_now,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,412,POST,/via/evaluate-now,via_evaluate_now,True,admin,False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/intelligence.py,443,POST,/via/proposals/{proposal_key}/approve,via_proposal_approve,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,454,POST,/via/proposals/{proposal_key}/reject,via_proposal_reject,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,465,POST,/via/proposals/{proposal_key}/apply,via_proposal_apply,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,476,POST,/via/proposals/{proposal_key}/stage,via_proposal_stage,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,487,POST,/via/policies/{version_key}/promote,via_policy_promote,True,admin,False,,True,version,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,505,POST,/via/policies/{version_key}/rollback,via_policy_rollback,True,admin,False,,True,"rollback, version",False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,516,POST,/via/policies/{version_key}/advance-rollout,via_policy_advance_rollout,True,admin,False,,True,version,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,648,POST,/student/schools,student_save_school,True,admin,False,,True,status,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/intelligence.py,673,POST,/student/batches,student_create_batch,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,727,POST,/student/cards/{qr_id}/revoke,student_revoke_card,True,admin,False,,False,,True,reason,P0,high-impact mutation (clear); missing/unclear: audit
backend/app/api/routers/intelligence.py,737,POST,/student/cards/{qr_id}/reissue,student_reissue_card,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,753,POST,/viltrox/scan-now,viltrox_scan_now,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,769,POST,/viltrox/reset-official-roster,viltrox_reset_official_roster,True,admin,False,,True,restore,False,,P0,"high-impact mutation (clear, reset); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence.py,790,POST,/system/cache/clear,system_cache_clear,True,admin,False,,False,,False,,P0,"high-impact mutation (clear); missing/unclear: audit, confirm/reason"
backend/app/api/routers/intelligence_admin.py,59,POST,/intelligence/market/gaps/generate,generate_market_gaps,True,admin,False,,False,,False,,P1,"operational mutation (generate, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/intelligence_admin.py,91,POST,/intelligence/brand/insights/generate,generate_brand_insights,True,admin,False,,False,,False,,P1,"operational mutation (generate, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/intelligence_admin.py,101,PUT,/intelligence/brand/voice,update_brand_voice,True,admin,False,,False,,False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops.py,146,POST,/search/platform,search_kol_platform,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops.py,180,POST,/tools/analyze-url,analyze_kol_url_tool,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,"operational mutation (analyze, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/kol_ops.py,261,PATCH,/candidates/{candidate_id},update_candidate,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops.py,292,POST,/candidates/{candidate_id}/promote,promote_candidate,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,operational mutation (promote) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops.py,395,POST,/kols/{kol_id}/scan-account,scan_kol_account_endpoint,True,"require_tab, staff=depends",False,,True,"log_, snapshot, status",False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops.py,414,POST,/kols/{kol_id}/analyze-account,analyze_kol_account_endpoint,True,"require_tab, staff=depends",False,,True,"log_, snapshot",False,,P1,"operational mutation (analyze, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/kol_ops.py,466,POST,/kols,create_kol,True,"owner, require_tab, staff=depends",False,,True,"log_, status",False,,P1,operational mutation (promote) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops.py,522,PATCH,/kols/{kol_id},update_kol,True,"owner, require_tab, staff=depends",False,,True,"log_, status",False,,P1,operational mutation (promote) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops.py,546,DELETE,/kols/{kol_id},delete_kol,True,"require_tab, staff=depends",False,,True,status,True,confirm,P0,high-impact mutation (delete); missing/unclear: audit
backend/app/api/routers/kol_ops.py,575,POST,/kols/import-csv,import_kols_csv,True,"owner, require_tab, staff=depends",False,,True,"log_, status, version",True,comment,P1,"operational mutation (import, upload) with permission hint but no obvious audit hint"
backend/app/api/routers/kol_ops.py,773,POST,/kols/{kol_id}/ai-suggestions,ai_suggestions,True,"require_tab, staff=depends",False,,True,"log_, status",True,comment,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,26,POST,/kols/{kol_id}/outreach,create_outreach,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,52,POST,/kols/{kol_id}/campaigns,create_campaign,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,82,PATCH,/campaigns/{campaign_id},update_campaign,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,106,POST,/content,create_content,True,"require_tab, staff=depends",False,,True,"log_, status",True,comment,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,151,PATCH,/content/{content_id},update_content,True,"require_tab, staff=depends",False,,True,"log_, status",True,comment,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/kol_ops_content.py,185,POST,/content/{content_id}/score,score_content,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/kol_ops_content.py,229,POST,/content/{content_id}/analyze-url,analyze_content_url,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,"operational mutation (analyze, sync) with permission hint but no obvious audit hint"
backend/app/api/routers/kol_ops_content.py,276,POST,/content/{content_id}/attribute,attribute_content,True,"require_tab, staff=depends",False,,True,"log_, status",False,,P1,mutation has permission hint but no obvious audit hint in router/function body
backend/app/api/routers/platform_ingest.py,34,POST,/{platform}/webhook,ingest_platform_webhook,False,,False,,True,status,False,,P0,business mutation with no obvious permission dependency in router function
backend/app/api/routers/student_identity.py,91,POST,/api/creator-public/click,creator_public_click,False,,False,,True,status,False,,P0,business mutation with no obvious permission dependency in router function
backend/app/api/routers/student_identity.py,146,POST,/api/student/signup,student_signup,False,,False,,True,status,False,,P0,business mutation with no obvious permission dependency in router function
backend/app/api/routers/student_identity.py,179,POST,/api/student/pass/check-in,student_pass_check_in,False,,False,,True,status,False,,P0,business mutation with no obvious permission dependency in router function
backend/app/api/routers/system_admin.py,87,POST,/integrations/health-check-all,health_check_all,True,"admin, require_tab",False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/system_admin.py,92,POST,/integrations/{integration_id}/test,test_integration,True,"admin, require_tab",False,,False,,False,,P1,operational mutation (sync) with permission hint but no obvious audit hint
backend/app/api/routers/system_admin.py,97,POST,/integrations/{integration_id}/disable,disable_integration,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,113,POST,/integrations/{integration_id}/enable,enable_integration,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,188,POST,/runtime/scheduler/{job_id}/run-now,run_scheduler_job,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,209,POST,/runtime/cache/{tier}/clear,clear_cache_tier,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P0,high-impact mutation (clear); missing/unclear: confirm/reason
backend/app/api/routers/system_admin.py,242,POST,/system/providers/{provider}/probe,probe_provider,True,admin,False,,False,,False,,P0,"high-impact mutation (api-key, api_key); missing/unclear: audit, confirm/reason"
backend/app/api/routers/system_admin.py,254,POST,/system/keys/rotate,rotate_provider_key,True,"admin, staff=depends",True,record_admin_action,True,status,True,confirm,P1,"high-impact mutation (api-key, api_key, rotate, secret) has basic guard hints; dynamic verification required"
backend/app/api/routers/system_admin.py,295,POST,/system/restart,restart_system_roles,True,"admin, staff=depends",True,record_admin_action,True,status,True,"confirm, dry_run",P1,high-impact mutation (restart) has basic guard hints; dynamic verification required
backend/app/api/routers/system_admin.py,376,POST,/system/models/switch,switch_system_model,True,"admin, staff=depends",True,record_admin_action,True,status,True,confirm,P1,high-impact mutation (secret) has basic guard hints; dynamic verification required
backend/app/api/routers/system_admin.py,451,PUT,/trust/rules/{rule_id},update_trust_rule,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,468,PUT,/trust/thresholds,update_thresholds,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,488,POST,/users/{user_id}/block,block_user,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,True,reason,P1,high-impact mutation (block) has basic guard hints; dynamic verification required
backend/app/api/routers/system_admin.py,508,POST,/users/{user_id}/unblock,unblock_user,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,True,reason,P1,high-impact mutation (block) has basic guard hints; dynamic verification required
backend/app/api/routers/system_admin.py,525,POST,/users/{user_id}/flag,flag_user,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,543,POST,/users/{user_id}/clear-flag,clear_flag,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,False,,P0,high-impact mutation (clear); missing/unclear: confirm/reason
backend/app/api/routers/system_admin.py,559,POST,/users/{user_id}/adjust-score,adjust_score,True,"admin, require_tab, staff=depends",True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,589,POST,/staff,add_staff,True,"admin, staff=depends",True,record_admin_action,True,status,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/system_admin.py,609,POST,/staff/invite,invite_staff,True,"admin, staff=depends",True,record_admin_action,True,status,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/system_admin.py,629,POST,/staff/accept-invite,accept_staff_invite,False,,False,,True,status,False,,P0,business mutation with no obvious permission dependency in router function
backend/app/api/routers/system_admin.py,640,PATCH,/staff/{staff_id},update_staff,True,"admin, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,657,POST,/staff/{staff_id}/permissions,update_staff_permissions,True,"admin, owner, staff=depends",True,record_admin_action,True,status,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
backend/app/api/routers/system_admin.py,683,POST,/staff/{staff_id}/suspend,suspend_staff,True,"admin, staff=depends",True,record_admin_action,False,,True,reason,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,700,POST,/staff/{staff_id}/reactivate,reactivate_staff,True,"admin, staff=depends",True,record_admin_action,False,,False,,P2,mutation appears guarded/audited; rollback behavior not obvious from static scan
backend/app/api/routers/system_admin.py,716,POST,/staff/{staff_id}/resend-invite,resend_staff_invite,True,"admin, staff=depends",True,record_admin_action,True,status,False,,P2,mutation appears guarded with audit/rollback hints; dynamic smoke still required
